city,street,housenumber,apartmentnumber
Kfar Saba,Jabotinsky,19,8
Ashdod,Arlozorov,11,7
Haifa,Rothschild,5,8
Jerusalem,Ben Gurion,3,8
Tel Aviv,Ben Gurion,14,1
Ramat Gan,Allenby,9,1
Haifa,Eshkol,3,2
Kfar Saba,Ben Gurion,12,8
Haifa,Herzl,14,8
Kfar Saba,Eshkol,8,3
Herzliya,Bialik,20,3
Ramat Gan,Eshkol,20,1
Beer Sheva,Rabin,3,3
Modiin,Allenby,13,4
Kfar Saba,Sokolov,19,6
Nazareth,Bialik,4,7
Netanya,Begin,6,2
Haifa,HaYarkon,9,8
Ashkelon,Jabotinsky,8,10
Jerusalem,Sokolov,8,6
Bnei Brak,Dizengoff,6,5
Bnei Brak,Arlozorov,17,5
Petah Tikva,Ben Gurion,12,7
Modiin,Bialik,10,6
Rishon LeZion,King George,8,10
Petah Tikva,Eshkol,12,8
Tel Aviv,Sokolov,16,10
Herzliya,Bialik,12,5
Haifa,Jabotinsky,19,5
Ashdod,Rabin,7,3
Netanya,Arlozorov,2,2
Haifa,Begin,11,5
Bnei Brak,Arlozorov,16,2
Modiin,Arlozorov,20,1
Petah Tikva,Allenby,12,1
Rehovot,Bialik,9,2
Petah Tikva,Rothschild,1,3
Ashdod,Ben Gurion,13,7
Herzliya,Begin,12,8
Bnei Brak,Eshkol,2,8
Nazareth,Ben Gurion,19,7
Nazareth,Begin,7,3
Netanya,Jabotinsky,9,0
Bnei Brak,Eshkol,11,4
Bnei Brak,Rothschild,19,10
Rehovot,Arlozorov,5,1
Haifa,Eshkol,19,3
Kfar Saba,Dizengoff,16,5
Bnei Brak,Bialik,4,8
Modiin,Rabin,13,6
Jerusalem,Ben Gurion,8,5
Petah Tikva,HaYarkon,6,4
Ramat Gan,Ben Gurion,15,4
Bnei Brak,Rabin,6,2
Tel Aviv,Eshkol,10,8
Herzliya,Rothschild,20,1
Beer Sheva,Herzl,14,8
Ramat Gan,Ben Gurion,8,6
Modiin,Dizengoff,3,4
Ashkelon,HaYarkon,17,5
Beer Sheva,Dizengoff,9,4
Netanya,Dizengoff,12,2
Jerusalem,Arlozorov,6,8
Bnei Brak,Rabin,7,3
Modiin,HaYarkon,5,7
Ashkelon,King George,2,9
Ramat Gan,Eshkol,9,3
Jerusalem,King George,1,7
Nazareth,Allenby,16,1
Ashkelon,King George,5,4
Modiin,Jabotinsky,5,3
Haifa,Eshkol,1,0
Tel Aviv,Rabin,16,0
Rishon LeZion,King George,12,3
Ramat Gan,Jabotinsky,20,5
Herzliya,Sokolov,16,3
Ashkelon,Herzl,9,6
Ramat Gan,Rabin,19,6
Petah Tikva,Ben Gurion,6,8
Netanya,Eshkol,5,0
Tel Aviv,Herzl,2,4
Nazareth,Herzl,20,1
Herzliya,Allenby,13,9
Ashdod,Eshkol,3,3
Bnei Brak,Rabin,2,1
Nazareth,Begin,13,3
Herzliya,Begin,10,1
Ashkelon,Arlozorov,5,1
Rehovot,Sokolov,1,6
Petah Tikva,HaYarkon,12,2
Ashkelon,Rothschild,9,2
Petah Tikva,Eshkol,2,7
Ashkelon,Dizengoff,19,6
Petah Tikva,Eshkol,12,6
Kfar Saba,Eshkol,7,2
Ashkelon,Begin,14,1
Rehovot,Eshkol,8,3
Ashkelon,Begin,3,1
Beer Sheva,Rothschild,9,5
Nazareth,Eshkol,10,10
Tel Aviv,Eshkol,7,5
Modiin,Sokolov,11,9
Netanya,Eshkol,17,7
Jerusalem,Rothschild,5,5
Netanya,Ben Gurion,10,10
Haifa,Begin,2,4
Rishon LeZion,HaYarkon,13,0
Rehovot,Begin,16,4
Ramat Gan,King George,14,1
Ashkelon,Eshkol,6,2
Herzliya,Ben Gurion,14,1
Ashdod,King George,10,2
Ashkelon,Dizengoff,1,8
Kfar Saba,HaYarkon,2,4
Ramat Gan,Rothschild,17,1
Rishon LeZion,Jabotinsky,5,5
Ramat Gan,Begin,18,3
Nazareth,Allenby,5,3
Ramat Gan,Herzl,5,2
Kfar Saba,Ben Gurion,2,5
Tel Aviv,HaYarkon,15,7
Nazareth,HaYarkon,10,5
Ashkelon,King George,18,6
Jerusalem,Eshkol,3,3
Rishon LeZion,Allenby,18,4
Beer Sheva,Sokolov,4,0
Modiin,Begin,20,5
Nazareth,Allenby,2,5
Ashdod,Dizengoff,15,4
Kfar Saba,Arlozorov,11,1
Haifa,King George,4,9
Jerusalem,Arlozorov,15,7
Ramat Gan,Bialik,2,10
Ramat Gan,HaYarkon,18,3
Kfar Saba,Rabin,15,6
Tel Aviv,HaYarkon,19,8
Netanya,Jabotinsky,17,7
Bnei Brak,Rabin,4,3
Jerusalem,Allenby,16,10
Tel Aviv,King George,4,7
Rishon LeZion,HaYarkon,9,8
Netanya,Arlozorov,14,0
Modiin,Eshkol,4,3
Haifa,Eshkol,13,10
Rehovot,Eshkol,10,1
Ashkelon,Rabin,13,3
Haifa,Herzl,16,7
Netanya,Begin,17,3
Rishon LeZion,King George,12,6
Rehovot,Eshkol,20,8
Petah Tikva,Herzl,20,6
Tel Aviv,Arlozorov,19,7
Rishon LeZion,Eshkol,7,1
Tel Aviv,Arlozorov,7,10
Ramat Gan,Arlozorov,8,7
Ashkelon,Allenby,18,3
Ramat Gan,Ben Gurion,3,1
Jerusalem,Dizengoff,7,3
Rehovot,HaYarkon,11,2
Nazareth,Dizengoff,19,6
Nazareth,Eshkol,20,4
Beer Sheva,Herzl,9,10
Rehovot,Ben Gurion,13,10
Rishon LeZion,Sokolov,14,4
Jerusalem,Allenby,7,8
Kfar Saba,Rothschild,6,6
Beer Sheva,Rothschild,6,4
Jerusalem,Herzl,7,3
Ashkelon,Rabin,13,8
Rehovot,Rothschild,4,3
Nazareth,Ben Gurion,9,3
Rehovot,King George,19,9
Tel Aviv,Dizengoff,17,5
Tel Aviv,Jabotinsky,14,2
Petah Tikva,Rabin,12,8
Haifa,Rothschild,12,4
Rehovot,Ben Gurion,6,7
Petah Tikva,Rabin,13,9
Beer Sheva,King George,11,10
Rehovot,Herzl,14,7
Rishon LeZion,Rothschild,9,7
Beer Sheva,Sokolov,5,8
Ashkelon,Arlozorov,11,0
Haifa,Arlozorov,7,9
Ramat Gan,Jabotinsky,6,3
Bnei Brak,Sokolov,20,2
Ramat Gan,Herzl,7,4
Netanya,Rothschild,5,9
Beer Sheva,Allenby,2,0
Herzliya,Bialik,16,8
Nazareth,Dizengoff,5,4
Ashdod,Ben Gurion,18,6
Beer Sheva,Begin,15,1
Beer Sheva,Allenby,20,1
Netanya,Arlozorov,10,3
Rishon LeZion,Rothschild,1,2
Ramat Gan,Begin,6,9
Rehovot,Begin,8,8
Netanya,Begin,3,1
Jerusalem,Begin,8,6
Jerusalem,Jabotinsky,3,4
Kfar Saba,Allenby,16,7
Tel Aviv,Rothschild,5,8
Ashkelon,Arlozorov,12,9
Ramat Gan,Rabin,16,6
Beer Sheva,Rothschild,16,2
Nazareth,Jabotinsky,7,5
Petah Tikva,HaYarkon,6,8
Kfar Saba,Rabin,1,1
Tel Aviv,Herzl,16,6
Haifa,Begin,8,6
Bnei Brak,Jabotinsky,4,0
Herzliya,Rabin,9,4
Modiin,Dizengoff,16,6
Netanya,Eshkol,4,3
Kfar Saba,Rabin,3,3
Modiin,Sokolov,19,2
Beer Sheva,Ben Gurion,3,10
Netanya,Allenby,5,10
Haifa,King George,2,8
Petah Tikva,Eshkol,15,4
Beer Sheva,HaYarkon,7,7
Ashdod,Arlozorov,13,5
Ashdod,Ben Gurion,9,1
Tel Aviv,Sokolov,3,7
Herzliya,Eshkol,3,1
Netanya,HaYarkon,1,0
Ashkelon,Rothschild,14,8
Jerusalem,Allenby,12,7
Rishon LeZion,Herzl,9,6
Ashdod,King George,15,10
Bnei Brak,Jabotinsky,1,10
Ramat Gan,King George,1,5
Tel Aviv,King George,11,5
Ramat Gan,HaYarkon,10,7
Ashdod,Bialik,9,3
Ramat Gan,Ben Gurion,20,6
Ashkelon,Ben Gurion,20,5
Ashkelon,Eshkol,2,1
Tel Aviv,Jabotinsky,6,7
Rishon LeZion,Begin,6,4
Petah Tikva,Jabotinsky,1,10
Kfar Saba,Ben Gurion,14,8
Modiin,Allenby,1,5
Haifa,Allenby,2,3
Haifa,Bialik,8,1
Petah Tikva,Arlozorov,19,0
Herzliya,Allenby,10,10
Petah Tikva,Herzl,7,9
Ashdod,Begin,7,5
Jerusalem,Sokolov,15,5
Beer Sheva,Jabotinsky,2,2
Herzliya,Dizengoff,12,5
Ashkelon,HaYarkon,17,3
Ramat Gan,Allenby,9,9
Netanya,Herzl,11,6
Herzliya,Bialik,6,9
Beer Sheva,Arlozorov,12,1
Rehovot,Sokolov,19,3
Herzliya,Ben Gurion,9,5
Jerusalem,Allenby,12,5
Haifa,Dizengoff,6,5
Modiin,Allenby,6,5
Ashkelon,Herzl,2,7
Petah Tikva,Begin,17,10
Haifa,King George,11,5
Beer Sheva,Sokolov,10,2
Kfar Saba,Eshkol,11,3
Herzliya,HaYarkon,11,9
Netanya,HaYarkon,11,8
Herzliya,Sokolov,19,9
Kfar Saba,King George,2,6
Kfar Saba,Allenby,11,9
Netanya,Jabotinsky,14,9
Jerusalem,King George,9,8
Modiin,HaYarkon,14,3
Ramat Gan,Rothschild,20,3
Kfar Saba,Sokolov,15,4
Modiin,Ben Gurion,8,8
Netanya,Dizengoff,2,7
Bnei Brak,Ben Gurion,10,8
Haifa,HaYarkon,15,6
Ramat Gan,Eshkol,10,7
Ramat Gan,HaYarkon,3,1
Netanya,Rabin,7,0
Modiin,Allenby,18,9
Nazareth,Allenby,20,7
Ashdod,Jabotinsky,4,7
Rishon LeZion,Rabin,5,6
Bnei Brak,HaYarkon,13,6
Jerusalem,Dizengoff,19,8
Ashkelon,Rothschild,9,8
Beer Sheva,Herzl,6,9
Ramat Gan,Jabotinsky,1,1
Tel Aviv,King George,1,3
Kfar Saba,Eshkol,14,5
Ashkelon,Rothschild,3,1
Ashdod,Eshkol,16,9
Petah Tikva,Begin,2,1
Haifa,Bialik,7,5
Rishon LeZion,Herzl,14,0
Ashdod,Rothschild,13,4
Bnei Brak,Arlozorov,8,4
Ashdod,Rothschild,14,5
Tel Aviv,Begin,20,8
Modiin,Arlozorov,4,5
Nazareth,Ben Gurion,14,0
Herzliya,Sokolov,9,3
Petah Tikva,HaYarkon,15,3
Jerusalem,Bialik,10,5
Jerusalem,Dizengoff,20,7
Herzliya,Arlozorov,1,1
Bnei Brak,Allenby,5,10
Netanya,Allenby,6,6
Herzliya,Bialik,14,1
Netanya,Allenby,14,6
Bnei Brak,Eshkol,1,4
Tel Aviv,Dizengoff,11,9
Netanya,Sokolov,17,1
Ramat Gan,Ben Gurion,10,9
Modiin,Dizengoff,3,1
Netanya,Rothschild,20,4
Tel Aviv,Ben Gurion,1,8
Tel Aviv,Rabin,13,8
Beer Sheva,King George,13,3
Rishon LeZion,Arlozorov,11,0
Haifa,Begin,3,2
Herzliya,Ben Gurion,1,1
Rehovot,Rabin,4,4
Rishon LeZion,Arlozorov,13,1
Modiin,Dizengoff,6,2
Rishon LeZion,Begin,10,10
Tel Aviv,Eshkol,17,0
Kfar Saba,Dizengoff,4,6
Haifa,Dizengoff,14,2
Ashkelon,Eshkol,2,8
Rishon LeZion,Herzl,11,7
Modiin,King George,18,9
Herzliya,Bialik,8,9
Beer Sheva,Rothschild,13,6
Beer Sheva,Allenby,18,5
Kfar Saba,Begin,15,0
Jerusalem,Arlozorov,10,8
Tel Aviv,Dizengoff,15,0
Ramat Gan,Rabin,3,6
Haifa,Ben Gurion,17,7
Nazareth,Bialik,1,8
Kfar Saba,Rothschild,8,1
Ashdod,Rothschild,4,1
Nazareth,Ben Gurion,12,1
Rehovot,Rabin,10,4
Ashkelon,Arlozorov,11,3
Nazareth,Eshkol,3,4
Rishon LeZion,Ben Gurion,11,2
Netanya,Rabin,19,3
Herzliya,Allenby,9,1
Netanya,Allenby,16,10
Jerusalem,Sokolov,8,4
Nazareth,Arlozorov,20,2
Ramat Gan,Rabin,14,7
Tel Aviv,Begin,13,0
Herzliya,King George,11,3
Rishon LeZion,Arlozorov,15,0
Kfar Saba,Ben Gurion,10,8
Ashdod,King George,12,7
Herzliya,Herzl,7,4
Herzliya,Jabotinsky,3,7
Tel Aviv,Herzl,15,5
Ashdod,King George,19,3
Netanya,Rabin,9,3
Tel Aviv,Allenby,15,9
Ashkelon,HaYarkon,4,5
Jerusalem,HaYarkon,11,8
Netanya,HaYarkon,12,4
Herzliya,Rothschild,12,9
Ramat Gan,Rothschild,7,7
Ashkelon,Jabotinsky,17,7
Kfar Saba,Rothschild,3,9
Rishon LeZion,HaYarkon,9,2
Modiin,Begin,18,9
Ashkelon,Sokolov,4,4
Herzliya,Bialik,5,9
Nazareth,Rothschild,14,8
Jerusalem,Allenby,17,6
Petah Tikva,Begin,8,0
Bnei Brak,Ben Gurion,13,4
Herzliya,King George,17,6
Beer Sheva,Rothschild,18,8
Modiin,Arlozorov,17,5
Netanya,Begin,18,4
Bnei Brak,Allenby,9,8
Ashkelon,Herzl,9,3
Ashdod,Arlozorov,17,8
Nazareth,Sokolov,2,3
Petah Tikva,Rothschild,10,8
Petah Tikva,Allenby,15,3
Ramat Gan,Rabin,4,5
Jerusalem,Rabin,13,10
Rehovot,Begin,10,6
Rishon LeZion,Begin,7,8
Nazareth,Bialik,15,3
Tel Aviv,Arlozorov,18,1
Petah Tikva,Begin,17,1
Ashkelon,HaYarkon,18,3
Jerusalem,Eshkol,8,10
Kfar Saba,Begin,5,10
Beer Sheva,Arlozorov,16,3
Tel Aviv,King George,10,2
Petah Tikva,HaYarkon,5,0
Bnei Brak,Ben Gurion,18,1
Nazareth,HaYarkon,3,8
Kfar Saba,Dizengoff,4,3
Modiin,Allenby,9,8
Ramat Gan,Ben Gurion,12,1
Rehovot,Bialik,15,10
Nazareth,Arlozorov,7,4
Beer Sheva,Dizengoff,12,3
Nazareth,Jabotinsky,3,1
Rehovot,Rothschild,12,3
Rehovot,Sokolov,10,6
Ashdod,Ben Gurion,4,6
Modiin,Allenby,3,2
Tel Aviv,Rabin,2,8
Modiin,Rothschild,19,8
Tel Aviv,Dizengoff,10,8
Nazareth,Bialik,13,8
Netanya,HaYarkon,12,1
Ashdod,Bialik,13,6
Rehovot,Sokolov,9,5
Rishon LeZion,King George,20,7
Kfar Saba,Bialik,20,6
Modiin,Jabotinsky,1,8
Rishon LeZion,Dizengoff,8,7
Petah Tikva,Begin,17,2
Ramat Gan,Begin,18,1
Rishon LeZion,Allenby,11,3
Kfar Saba,Rothschild,2,10
Modiin,Bialik,3,8
Jerusalem,Sokolov,5,0
Ashdod,Sokolov,10,1
Rishon LeZion,Dizengoff,19,9
Modiin,Jabotinsky,9,7
Tel Aviv,Jabotinsky,16,1
Ashdod,Rothschild,3,4
Kfar Saba,Eshkol,1,5
Beer Sheva,Arlozorov,11,5
Ashdod,Eshkol,10,10
Tel Aviv,Arlozorov,1,9
Netanya,Rabin,14,3
Nazareth,Jabotinsky,16,2
Nazareth,Bialik,10,10
Petah Tikva,Dizengoff,1,4
Netanya,Sokolov,5,7
Rishon LeZion,Bialik,6,0
Netanya,Bialik,20,10
Netanya,Dizengoff,9,2
Jerusalem,Allenby,20,5
Beer Sheva,Dizengoff,8,0
Bnei Brak,Dizengoff,16,9
Herzliya,Begin,15,10
Herzliya,Herzl,20,1
Nazareth,Rabin,13,2
Ashdod,HaYarkon,17,9
Netanya,Arlozorov,7,1
Herzliya,Rabin,2,9
Netanya,Sokolov,16,2
Ashkelon,Dizengoff,3,4
Beer Sheva,Rothschild,17,5
Rishon LeZion,Bialik,20,6
Rehovot,Begin,12,3
Beer Sheva,Allenby,7,9
Ashdod,Arlozorov,6,9
Herzliya,Jabotinsky,7,8
Rishon LeZion,Ben Gurion,11,5
Nazareth,Jabotinsky,5,5
Jerusalem,Arlozorov,5,0
Haifa,Dizengoff,13,10
Herzliya,King George,3,6
Herzliya,Rothschild,7,10
Ramat Gan,Arlozorov,16,1
Ashdod,Bialik,13,4
Ashkelon,HaYarkon,8,8
Kfar Saba,Bialik,16,2
Beer Sheva,Allenby,19,3
Kfar Saba,Ben Gurion,12,4
Bnei Brak,Bialik,7,7
Ashdod,Arlozorov,19,5
Rishon LeZion,Begin,9,6
Haifa,Arlozorov,2,8
Nazareth,Bialik,16,10
Nazareth,Sokolov,5,5
Kfar Saba,Jabotinsky,19,0
Petah Tikva,Arlozorov,8,9
Modiin,Bialik,9,3
Rishon LeZion,Dizengoff,7,3
Herzliya,Bialik,18,9
Tel Aviv,Rabin,11,5
Bnei Brak,Rabin,5,6
Ramat Gan,Bialik,5,10
Ashkelon,King George,12,6
Petah Tikva,Begin,4,1
Netanya,Bialik,5,5
Herzliya,Allenby,3,7
Ashkelon,Begin,9,4
Netanya,King George,10,5
Haifa,Begin,2,1
Ramat Gan,Ben Gurion,1,7
Bnei Brak,Sokolov,10,6
Haifa,Rothschild,18,4
Rishon LeZion,Rothschild,15,7
Rehovot,King George,14,8
Ashkelon,Herzl,6,2
Ashkelon,Dizengoff,18,8
Bnei Brak,Rothschild,8,0
Rehovot,Rabin,4,5
Bnei Brak,Allenby,9,0
Rishon LeZion,King George,14,0
Rishon LeZion,Dizengoff,8,9
Bnei Brak,Bialik,3,7
Tel Aviv,Dizengoff,20,6
Ashkelon,Allenby,14,0
Haifa,Rothschild,4,5
Haifa,Ben Gurion,11,8
Ramat Gan,Rabin,7,9
Herzliya,Rothschild,18,6
Rishon LeZion,Dizengoff,6,5
Rishon LeZion,Ben Gurion,5,2
Haifa,Bialik,16,0
Rehovot,Allenby,12,6
Rishon LeZion,Bialik,13,0
Ramat Gan,King George,18,9
Petah Tikva,Herzl,9,4
Tel Aviv,Eshkol,18,10
Beer Sheva,Bialik,12,2
Tel Aviv,Rothschild,12,1
Petah Tikva,Sokolov,12,5
Nazareth,Rabin,9,10
Herzliya,Arlozorov,14,3
Kfar Saba,Bialik,5,4
Ashdod,Jabotinsky,19,4
Herzliya,Ben Gurion,8,3
Rehovot,Rabin,20,3
Bnei Brak,Allenby,11,3
Nazareth,Herzl,16,0
Ashdod,King George,9,3
Bnei Brak,Jabotinsky,14,2
Ashkelon,Allenby,14,3
Haifa,Ben Gurion,7,7
Rehovot,Allenby,2,6
Petah Tikva,Eshkol,14,8
Bnei Brak,Begin,4,8
Modiin,Arlozorov,18,8
Herzliya,Herzl,13,1
Modiin,Bialik,12,3
Bnei Brak,Begin,19,2
Nazareth,Eshkol,12,2
Herzliya,Rabin,17,7
Tel Aviv,Begin,16,4
Kfar Saba,Rothschild,8,2
Kfar Saba,Eshkol,15,4
Petah Tikva,Sokolov,18,8
Bnei Brak,Begin,15,1
Ashkelon,Rabin,10,4
Jerusalem,Bialik,9,4
Jerusalem,Rabin,9,4
Ramat Gan,Herzl,4,5
Haifa,Rabin,13,1
Ramat Gan,HaYarkon,8,2
Jerusalem,Jabotinsky,12,8
Rishon LeZion,Jabotinsky,16,2
Rehovot,Rothschild,13,5
Modiin,Ben Gurion,5,6
Jerusalem,Rothschild,15,9
Nazareth,Dizengoff,6,10
Herzliya,Allenby,14,2
Petah Tikva,Jabotinsky,2,7
Bnei Brak,Eshkol,12,4
Ashkelon,Arlozorov,9,7
Modiin,King George,16,4
Bnei Brak,Begin,2,0
Kfar Saba,Arlozorov,8,10
Kfar Saba,Arlozorov,9,7
Bnei Brak,Allenby,4,1
Rehovot,Herzl,17,7
Kfar Saba,Eshkol,20,3
Rehovot,Allenby,15,1
Tel Aviv,Eshkol,8,1
Petah Tikva,Begin,7,9
Modiin,Arlozorov,1,10
Beer Sheva,Begin,9,0
Haifa,Ben Gurion,12,3
Modiin,Eshkol,13,4
Rehovot,King George,16,2
Nazareth,Eshkol,11,8
Modiin,Sokolov,19,3
Herzliya,Bialik,10,10
Modiin,Rothschild,20,5
Kfar Saba,Allenby,13,9
Ashkelon,Sokolov,16,7
Modiin,Eshkol,13,7
Bnei Brak,King George,6,1
Rehovot,Allenby,15,9
Herzliya,Allenby,4,10
Rishon LeZion,Allenby,19,1
Petah Tikva,King George,11,5
Jerusalem,Herzl,14,4
Nazareth,Bialik,11,2
Petah Tikva,Bialik,11,7
Modiin,Rabin,20,5
Modiin,Allenby,19,6
Herzliya,Eshkol,14,2
Haifa,Bialik,1,6
Ashdod,Rothschild,5,9
Tel Aviv,HaYarkon,5,6
Rishon LeZion,Rothschild,17,10
Beer Sheva,HaYarkon,17,9
Ashdod,Dizengoff,15,2
Bnei Brak,Rothschild,7,2
Rishon LeZion,Rothschild,12,8
Haifa,Herzl,15,3
Nazareth,Allenby,16,4
Beer Sheva,King George,16,3
Rishon LeZion,HaYarkon,5,5
Rehovot,Dizengoff,5,6
Kfar Saba,Rabin,6,4
Tel Aviv,Rabin,9,7
Ramat Gan,HaYarkon,10,9
Tel Aviv,Rothschild,17,6
Rehovot,Rabin,3,6
Nazareth,King George,4,10
Tel Aviv,King George,1,5
Nazareth,HaYarkon,11,4
Rehovot,Dizengoff,14,4
Haifa,Begin,2,9
Beer Sheva,Dizengoff,12,0
Petah Tikva,Dizengoff,6,3
Rehovot,Rothschild,11,2
Tel Aviv,Jabotinsky,2,8
Haifa,Ben Gurion,11,9
Petah Tikva,Arlozorov,17,1
Tel Aviv,Arlozorov,1,8
Nazareth,Sokolov,7,5
Beer Sheva,Rabin,2,8
Tel Aviv,HaYarkon,20,1
Kfar Saba,HaYarkon,11,9
Ashkelon,HaYarkon,9,0
Haifa,Arlozorov,11,9
Jerusalem,Bialik,4,10
Ramat Gan,Dizengoff,20,3
Ashkelon,Rothschild,19,3
Beer Sheva,Begin,9,8
Kfar Saba,Rabin,7,8
Rehovot,Rothschild,1,3
Kfar Saba,Dizengoff,2,10
Ramat Gan,King George,16,1
Netanya,Bialik,3,9
Beer Sheva,Rabin,10,8
Beer Sheva,Rothschild,14,10
Netanya,Jabotinsky,8,2
Netanya,Allenby,9,9
Rishon LeZion,Ben Gurion,16,9
Jerusalem,Herzl,15,3
Petah Tikva,Jabotinsky,15,6
Bnei Brak,Herzl,14,7
Nazareth,Rabin,6,2
Ramat Gan,Rabin,18,1
Nazareth,Jabotinsky,18,4
Kfar Saba,Sokolov,18,10
Bnei Brak,Dizengoff,18,3
Ashdod,Dizengoff,13,4
Netanya,Bialik,15,6
Herzliya,Jabotinsky,20,8
Beer Sheva,Rothschild,16,6
Rishon LeZion,Eshkol,15,5
Beer Sheva,Bialik,13,9
Nazareth,Jabotinsky,19,9
Ashdod,HaYarkon,1,2
Rishon LeZion,HaYarkon,12,2
Nazareth,Eshkol,18,8
Ramat Gan,Rabin,12,2
Jerusalem,Jabotinsky,9,10
Tel Aviv,Eshkol,6,8
Ramat Gan,Begin,17,3
Ramat Gan,Ben Gurion,14,9
Nazareth,Jabotinsky,17,7
Ashkelon,Arlozorov,6,5
Bnei Brak,King George,19,0
Petah Tikva,Herzl,13,10
Ashkelon,King George,7,5
Haifa,Begin,5,10
Beer Sheva,Ben Gurion,15,8
Rehovot,Dizengoff,3,2
Bnei Brak,Dizengoff,18,5
Herzliya,Arlozorov,16,6
Ashdod,Dizengoff,8,3
Jerusalem,King George,15,7
Ramat Gan,HaYarkon,1,4
Beer Sheva,Ben Gurion,15,7
Jerusalem,Rabin,17,3
Kfar Saba,Rabin,20,9
Modiin,Allenby,7,9
Modiin,Ben Gurion,10,2
Netanya,Rabin,4,7
Netanya,Allenby,3,9
Ramat Gan,Jabotinsky,15,7
Netanya,Eshkol,9,9
Rishon LeZion,Allenby,17,10
Haifa,Rabin,12,0
Modiin,HaYarkon,20,1
Beer Sheva,Begin,9,4
Ashkelon,Herzl,19,8
Nazareth,Eshkol,8,9
Tel Aviv,Herzl,4,5
Modiin,Rabin,11,6
Herzliya,Begin,6,3
Netanya,Herzl,11,1
Herzliya,Rothschild,19,7
Jerusalem,Rabin,3,9
Rehovot,Herzl,13,4
Bnei Brak,Begin,7,9
Ashkelon,Rothschild,11,5
Ashkelon,Eshkol,20,10
Ramat Gan,Eshkol,19,1
Herzliya,HaYarkon,1,2
Tel Aviv,Ben Gurion,3,6
Netanya,Eshkol,4,1
Haifa,Ben Gurion,12,10
Nazareth,Allenby,6,0
Petah Tikva,Eshkol,5,5
Ramat Gan,Herzl,13,8
Ramat Gan,Bialik,13,7
Ramat Gan,Sokolov,15,5
Bnei Brak,King George,2,9
Herzliya,Begin,3,3
Tel Aviv,HaYarkon,14,6
Tel Aviv,Rabin,14,7
Rishon LeZion,Ben Gurion,6,6
Tel Aviv,Rabin,15,10
Netanya,Ben Gurion,18,8
Beer Sheva,Begin,6,2
Jerusalem,Rabin,11,1
Herzliya,Begin,19,9
Beer Sheva,King George,5,10
Bnei Brak,Rabin,11,10
Petah Tikva,Arlozorov,14,2
Beer Sheva,Dizengoff,16,9
Herzliya,HaYarkon,11,7
Ramat Gan,Allenby,20,8
Tel Aviv,Sokolov,15,1
Petah Tikva,Arlozorov,4,7
Beer Sheva,Sokolov,12,7
Ashdod,Jabotinsky,9,5
Netanya,Allenby,2,6
Ramat Gan,Allenby,16,0
Ashdod,Jabotinsky,15,6
Ashdod,Sokolov,13,7
Herzliya,Sokolov,11,8
Ramat Gan,King George,12,0
Modiin,Begin,8,6
Nazareth,Begin,2,8
Netanya,Herzl,7,10
Ashkelon,Allenby,8,1
Ashdod,Rothschild,7,1
Jerusalem,Rabin,12,6
Rehovot,King George,17,8
Tel Aviv,Arlozorov,4,4
Ramat Gan,Begin,3,1
Petah Tikva,Rothschild,13,7
Haifa,Arlozorov,9,2
Modiin,Bialik,7,7
Modiin,Eshkol,6,4
Bnei Brak,Rabin,7,9
Beer Sheva,Ben Gurion,20,7
Ramat Gan,HaYarkon,5,9
Ramat Gan,Bialik,17,3
Herzliya,Ben Gurion,7,7
Haifa,Begin,12,6
Beer Sheva,Bialik,11,3
Modiin,Bialik,1,9
Jerusalem,Dizengoff,20,6
Petah Tikva,Bialik,1,6
Beer Sheva,Eshkol,6,1
Ashkelon,HaYarkon,17,9
Jerusalem,Rabin,8,6
Ashdod,Arlozorov,10,5
Rehovot,Ben Gurion,15,7
Haifa,HaYarkon,15,8
Rehovot,Begin,20,6
Modiin,King George,17,3
Ashdod,Ben Gurion,14,4
Kfar Saba,Rothschild,12,7
Herzliya,Arlozorov,7,2
Tel Aviv,Herzl,6,5
Nazareth,Rothschild,12,3
Ramat Gan,Dizengoff,12,1
Haifa,Dizengoff,15,10
Jerusalem,Ben Gurion,17,9
Beer Sheva,Rabin,16,7
Ashdod,King George,8,3
Modiin,King George,14,4
Rehovot,King George,6,7
Herzliya,Bialik,6,0
Ashdod,Herzl,12,3
Ashkelon,Begin,17,7
Nazareth,Rothschild,5,10
Bnei Brak,Begin,11,9
Netanya,HaYarkon,18,7
Jerusalem,Dizengoff,4,6
Kfar Saba,Begin,8,10
Ashkelon,Ben Gurion,10,8
Ashkelon,Arlozorov,14,2
Jerusalem,Arlozorov,12,5
Rehovot,Eshkol,4,6
Rehovot,Rabin,15,7
Modiin,Bialik,15,2
Netanya,Rabin,11,7
Modiin,Eshkol,20,6
Jerusalem,Dizengoff,3,5
Bnei Brak,Jabotinsky,7,3
Rehovot,Allenby,1,9
Kfar Saba,Rothschild,19,0
Petah Tikva,Ben Gurion,1,3
Jerusalem,Arlozorov,16,1
Rehovot,Herzl,10,0
Tel Aviv,Eshkol,19,0
Herzliya,Rothschild,5,9
Kfar Saba,HaYarkon,4,4
Modiin,Ben Gurion,19,0
Tel Aviv,Begin,15,0
Petah Tikva,Begin,3,4
Petah Tikva,Allenby,4,9
Beer Sheva,Bialik,15,0
Jerusalem,Ben Gurion,16,5
Haifa,Ben Gurion,5,6
Haifa,Jabotinsky,18,6
Kfar Saba,Ben Gurion,8,10
